_id,SectionID,Highway,DIR,FROM_Distance,TO_Distance,PCI,DMI,IRI,Pave_Type,Pavement_Section_From,Pavement_Section_To,FUNC_CLASS
459,,17,B,815.135,822.967,78.67,8.24,1.23,AC,3.1 KM N OF MONTREAL MINE CO S,0.3 KM S OF MAMAINSE HARBOUR RD,ART
460,,17,B,822.967,850.257,83.92,8.95,1.39,AC,0.3 KM S OF MAMAINSE HARBOUR RD,0.5 KM NORTH OF MONTREAL RIVER BRIDGE,ART
461,,17,B,850.257,870.432,80.37,8.32,1.1,AC,0.5 KM NORTH OF MONTREAL RIVER BRIDGE,0.7 KM N OF FRATER RD - LABELLE,ART
462,,17,B,870.432,895.342,78.01,8.18,1.25,AC,0.7 KM N OF FRATER RD - LABELLE,2.7 KM N OF ORPHAN LK TRAIL,ART
463,,17,B,895.342,917.811,79.74,8.47,1.37,AC,2.7 KM N OF ORPHAN LK TRAIL,2.4 KM N OF MIJINEMUNGSHING RD,ART
464,,17,B,917.811,939.179,81.87,8.83,1.52,AC,2.4 KM N OF MIJINEMUNGSHING RD,1.1 KM N OF FENTON-TREEBY ROAD (LT),ART
465,,17,B,939.179,955.021,91.58,9.39,0.89,AC,1.1 KM N OF FENTON-TREEBY ROAD (LT),JCT HWY 101,ART
466,,17,B,955.021,969.488,91.07,9.29,0.84,AC,JCT HWY 101,15.2 KM W OF HWY 101,ART
467,,17,B,969.488,984.949,82.09,8.63,1.25,AC,15.2 KM W OF HWY 101,12.3 KM W OF CATFISH CK BR,ART
468,,17,B,984.949,1008.265,93.48,9.5,0.77,AC,12.3 KM W OF CATFISH CK BR,2.4 KM W OF OBATANGO PROV PK,ART
469,,17,B,1008.265,1044.681,92.24,9.35,0.76,AC,2.4 KM W OF OBATANGO PROV PK,SEC HWY 631,ART
470,,17,B,1044.681,1050.619,75.76,8.09,1.44,AC,SEC HWY 631,THUNDER ALGOMA BDY 5.9 KM W SEC HWY 631,ART
471,,17,B,1050.619,1077.271,79.21,8.37,1.32,AC,THUNDER ALGOMA BDY 5.9 KM W SEC HWY 631,WHITE LAKE NARROWS BR,ART
472,,17,B,1077.271,1097.212,79.81,8.52,1.42,AC,WHITE LAKE NARROWS BR,CEDAR CK BR,ART
473,,17,B,1097.212,1118.027,75.82,8.23,1.6,AC,CEDAR CK BR,LECOUR - PIC TWP BDY,ART
474,,17,B,1118.027,1135.763,73.95,7.75,1.28,AC,LECOUR - PIC TWP BDY,0.4KM W OF PENINSULA RD,ART
475,,17,B,1135.763,1163.347,87.38,9.08,1.08,AC,0.4KM W OF PENINSULA RD,LITTLE PIC R BR - E ABUTMENT,ART
476,,17,B,1163.347,1194.041,82.75,8.66,1.19,AC,LITTLE PIC R BR - E ABUTMENT,4.6 KM W OF JACKFISH RD,ART
477,,17,B,1194.041,1211.064,89.26,9.15,0.91,AC,4.6 KM W OF JACKFISH RD,0.6KM E OF MILL RD,ART
478,,17,B,1211.064,1227.404,83.2,8.52,0.97,AC,0.6KM E OF MILL RD,0.35KM W OF WALKER RD - SCHREIBER,ART
479,,17,B,1227.404,1254.873,76.45,8.06,1.31,AC,0.35KM W OF WALKER RD - SCHREIBER,1.4 KM WEST OF PAYS PLAT RIVER BRIDGE,ART
480,,17,B,1254.873,1271.194,88.45,9.07,0.93,AC,1.4 KM WEST OF PAYS PLAT RIVER BRIDGE,0.1 KM W OF GRAVEL R BR,ART
481,,17,B,1271.194,1287.191,85.19,8.87,1.12,AC,0.1 KM W OF GRAVEL R BR,4.1KM E OF JACKPINE R BR,ART
482,,17,B,1287.191,1302.373,81.75,8.51,1.15,AC,4.1KM E OF JACKPINE R BR,JACKFISH R BR,ART
483,,17,B,1302.373,1315.703,91.57,9.35,0.85,AC,JACKFISH R BR,E JCT HWY 11 - NIPIGON,ART
484,,17,B,1494.304,1507.242,89.75,9.24,0.96,AC,W JCT HWY 11,12.9 KM W OF W JCT HWY 11,ART
485,,17,B,1507.242,1533.615,71.98,7.67,1.44,AC,12.9 KM W OF W JCT HWY 11,3.7 KM W OF DOG R RD,ART
486,,17,B,1533.615,1552.477,90.32,9.25,0.89,AC,3.7 KM W OF DOG R RD,0.4KM W OF SAWMILL BAY RD,ART
487,,17,B,1552.477,1569.723,74.33,7.67,1.13,AC,0.4KM W OF SAWMILL BAY RD,0.2 W OF UPSALA PUBLIC SCHOOL,ART
488,,17,B,1569.723,1582.318,88.11,9.05,0.95,AC,0.2 W OF UPSALA PUBLIC SCHOOL,LITTLE FIRESTEEL R BR,ART
489,,17,B,1582.318,1601.545,73.77,7.73,1.28,AC,LITTLE FIRESTEEL R BR,19.2 KM W OF LT FIRESTEEL R BR,ART
490,,17,B,1601.545,1617.601,79.77,8.3,1.16,AC,19.2 KM W OF LT FIRESTEEL R BR,ENGLISH R BR,ART
491,,17,B,1617.601,1638.675,89.05,9.08,0.86,AC,ENGLISH R BR,0.4KM W OF TCPL COMP. STA. 60 RD,ART
492,,17,B,1638.675,1657.354,93.23,9.46,0.76,AC,0.4KM W OF TCPL COMP. STA. 60 RD,1.1KM W OF GREENPINES CAMPGROUND,ART
493,,17,B,1657.354,1672.273,82.99,8.71,1.22,AC,1.1KM W OF GREENPINES CAMPGROUND,SEC HWY 599,ART
494,,17,B,1672.273,1676.706,79.11,8.33,1.28,AC,SEC HWY 599,4.5 KM W OF SEC HWY 599 (WEST BEACH DR),ART
495,,17,B,1676.706,1707.469,83.77,8.75,1.17,AC,4.5 KM W OF SEC HWY 599 (WEST BEACH DR),SEC HWY 622 - BENDING LAKE RD,ART
496,,17,B,1707.469,1726.67,85.26,8.91,1.16,AC,SEC HWY 622 - BENDING LAKE RD,3.2KM E OF HWY603/BOGG LAKE ACCESS RD,ART
497,,17,B,1726.67,1751.133,87.82,9.08,1.02,AC,3.2KM E OF HWY603/BOGG LAKE ACCESS RD,0.1KM W OF HWY 72 (DINORWIC),ART
498,,17,B,1751.133,1777.093,69.57,7.27,1.28,AC,0.1KM W OF HWY 72 (DINORWIC),DRYDEN EAST LIMITS,ART
499,,17,B,1777.093,1781.867,68.76,7.62,1.81,AC,DRYDEN EAST LIMITS,DRYDEN WEST LIMITS - LEACH ROAD,ART
500,,17,B,1781.867,1783.763,67.52,7.29,1.58,AC,DRYDEN WEST LIMITS - LEACH ROAD,0.5 KM W OF SEC HWY 665,ART
501,,17,B,1783.763,1803.024,79.13,8.17,1.09,AC,0.5 KM W OF SEC HWY 665,8.5 KM W OF JCT HWY 605,ART
502,,17,B,1803.024,1821.789,87.25,9,1.51,AC,8.5 KM W OF JCT HWY 605,HWY 105-RED LAKE RD (VERMILION BAY),ART
503,,17,B,1821.789,1856.868,69.72,7.43,1.46,AC,HWY 105-RED LAKE RD (VERMILION BAY),.9 KM N OF GORDON LAKE RD,ART
504,,17,B,1856.868,1885.126,83.94,8.71,1.1,AC,.9 KM N OF GORDON LAKE RD,11.2 KM E OF JCT HWY 71,ART
505,,17,B,1885.126,1894.358,91.35,9.69,1.28,AC,11.2 KM E OF JCT HWY 71,2.1 KM E OF LONGBOW CORNERS - HWY 71,ART
506,,17,B,1894.358,1898.827,65.69,7.04,1.53,AC,2.1 KM E OF LONGBOW CORNERS - HWY 71,2.6 KM W OF JCT HWY 71,ART
507,,17,B,1898.827,1900.252,57.87,6.04,1.37,AC,2.6 KM W OF JCT HWY 71,EAST JCT HWY 17A,ART
508,,17,B,1900.252,1905.44,88.2,9.19,1.1,AC,EAST JCT HWY 17A,1 KM W OF NORTHERN HARBOUR RD,ART
509,,17,B,1924.669,1929.393,70.38,7.25,1.15,AC,KEEWATIN W LTS,WEST JCT HWY 17 A,ART
510,,17,B,1929.393,1930.981,74.9,7.62,0.99,AC,WEST JCT HWY 17 A,1.2 KM W OF W CONN 17/17 A,ART
511,,17,B,1930.981,1940.736,94.46,9.51,0.65,AC,1.2 KM W OF W CONN 17/17 A,0.2 KM E OF ROCKY RIDGE RD,ART
512,,17,B,1940.736,1952.849,87.08,8.69,0.65,AC,0.2 KM E OF ROCKY RIDGE RD,.8 KM E OF RUSH BAY RD,ART
513,,17,B,1952.849,1968.173,75.61,7.87,1.2,AC,.8 KM E OF RUSH BAY RD,MANITOBA BNDRY,ART
514,,17,E,439.624,461.48,87.87,8.99,0.91,AC,0.4 KM W OF JUNCTION CREEK BRIDGE,1.1 KM W OF REG RD 55,FWY
515,,17,E,684.222,697.953,66.94,7.15,1.49,AC,4 LANE DIV1DED BEGINS,1.9KM W OF PUMPKIN PT RD,ART
516,,17,N,697.953,701.057,51.48,5.74,1.86,AC,1.9KM W OF PUMPKIN PT RD,200 M WEST OF BAR RIVER ROAD (NB),ART
517,,17,N,701.057,708.758,84.65,8.82,1.13,AC,200 M WEST OF BAR RIVER ROAD (NB),0.2KM E OF LOWER ECHO RIVER BR,ART
518,,17,N,708.758,726.293,70.88,7.52,1.41,AC,0.2KM E OF LOWER ECHO RIVER BR,SAULT STE MARIE S E LTS (HWY 17B),ART
519,,17,S,697.953,701.057,71.77,7.46,1.22,AC,1.9KM W OF PUMPKIN PT RD,200 M WEST OF BAR RIVER ROAD (SB),ART
520,,17,S,701.057,708.758,83.24,8.58,1.03,AC,200 M WEST OF BAR RIVER ROAD (SB),0.2KM E OF LOWER ECHO RIVER BR,ART
521,,17,S,708.758,726.293,65.12,6.96,1.51,AC,0.2KM E OF LOWER ECHO RIVER BR,SAULT STE MARIE S E LTS (HWY 17B),ART
522,,17,W,439.624,461.48,89.64,9.1,0.8,AC,0.4 KM W OF JUNCTION CREEK BRIDGE,1.1 KM W OF REG RD 55,FWY
523,,17,W,684.222,697.953,76.22,7.8,1.03,AC,4 LANE DIV1DED BEGINS,1.9KM W OF PUMPKIN PT RD,ART
524,,17,B,0,8.041,94.12,9.68,0.9,AC,E JC HIGHWAY 17 & 17A,HWY 671/JONES ROAD,ART
525,,17,B,8.041,12.414,87.58,9.1,1.08,AC,HWY 671/JONES ROAD,AIRPORT RD (FORMER HWY 659),ART
526,,17,B,12.414,18.569,85.58,8.68,0.84,AC,AIRPORT RD (FORMER HWY 659),.2 KM E OF HWY 658/VETERANS DRIVE,ART
527,,17,B,18.569,26.851,76.07,7.65,0.87,AC,.2 KM E OF HWY 658/VETERANS DRIVE,.3 KM W OF HWY 596/DARLINGTON DRIVE,ART
528,,17,B,26.851,33.56,80.66,8.16,0.87,AC,.3 KM W OF HWY 596/DARLINGTON DRIVE,W JCT HWY 17&17A,ART
529,,17,B,3.376,4.092,87.88,9.54,1.57,AC,NORTH BAY W LTS,HWY 17(NORTH BAY BYPASS),LOC
530,,17,B,4.103,8.976,89.44,9.38,1.17,AC,BAR RIVER RD - START OF HWY 17B,ECHO BAY - SEC HWY 638,COL
531,,17,B,8.976,24.855,91.31,9.35,0.88,AC,ECHO BAY - SEC HWY 638,SAULT STE MARIE S E LTS,COL
532,,19,B,31.159,40.077,93.63,9.55,0.81,AC,TILLSONBURG N LT,OXFORD RD 18 (MT ELGIN),ART
533,,19,B,40.077,49.629,83.79,8.67,1.07,AC,OXFORD RD 18 (MT ELGIN),HWY 401,ART
534,,2,B,0,0.94,72.15,8.1,1.93,AC,HWY 401 IC O'PASS,GANANOQUE E LMT,LOC
535,,20,B,8.756,10.675,85.82,9.5,1.79,AC,NIAGARA ROAD 70 - TOWNLINE RD,THOROLD-E JCT HWY 58-ALLANBURG,ART
536,,21,B,100.267,110.729,96.75,9.79,0.68,AC,E JCT HWY 402,FOREST S LTS-HICKORY CREEK BR,ART
537,,21,B,114.333,121.14,78.13,8.14,1.19,AC,FOREST NORTH LIMITS - L 5-6,0.5 KM S OF LAMBTON COUNTY RD 7,ART
538,,21,B,121.14,131.243,96.38,9.79,0.73,AC,0.5 KM S OF LAMBTON COUNTY RD 7,300 M NORTH OF LAMBTON RD 79,ART
539,,21,B,131.243,144.407,95,9.72,0.83,AC,300M NORTH OF LAMBTON RD 79,GRAND BEND S LTS - TWP L 5-6,ART
540,,21,B,146.837,154.655,86.26,8.74,0.82,AC,GRAND BEND N LTS - TWP L1-2,0.1KM NORTH OF HENDRICK RD,ART
541,,21,B,154.655,158.772,88.47,9.35,1.26,AC,0.1KM NORTH OF HENDRICK RD,0.1 N OF HURON RD 84 (ST JOSEPH),ART
542,,21,B,158.772,174.636,91.21,9.46,1.03,AC,0.1 N OF HURON RD 84 (ST JOSEPH),0.28KM S OF HURON RD 3,ART
543,,21,B,174.636,187.649,92.2,9.52,0.97,AC,0.28KM S OF HURON RD 3,3.5 KM N OF HURON RD. 18,ART
544,,21,B,187.649,193.992,91.94,9.45,0.92,AC,3.5 KM N OF HURON RD. 18,GODERICH-HUCKINS ST (END OF ASSUMED HWY),ART
545,,21,B,196.762,197.556,85.58,9.79,2.17,AC,GLOUCESTER TERRACE (GODERICH),GODERICH N LTS-MAITLAND R BR,ART
546,,21,B,197.556,206.634,88.96,9.16,0.97,AC,GODERICH N LTS-MAITLAND R BR,0.1 KM NORTH OF BRINDLEY BEACH ROAD - CONC 13-14,ART
547,,21,B,206.634,216.469,93.71,9.61,0.87,AC,0.1 KM NORTH OF BRINDLEY BEACH ROAD - CONC 13-14,0.5 KM SOUTH OF GLEN'S HILL ROAD - CONC 6-7,ART
548,,21,B,216.469,221.165,92.2,9.57,1.03,AC,0.5 KM SOUTH OF GLEN'S HILL ROAD - CONC 6-7,ASHFIELD TOWNSHIP ROAD 9 (KINTAIL LINE),ART
549,,21,B,221.165,230.43,90.24,9.41,1.1,AC,ASHFIELD TOWNSHIP ROAD 9 (KINTAIL LINE),JCT. HWY 86 AMBERLEY,ART
550,,21,B,230.43,245.219,93.42,9.49,0.77,AC,JCT. HWY 86 AMBERLEY,KINCARDINE - KINCARDINE AVE,ART
551,,21,B,245.219,248.185,73.6,7.63,1.18,AC,KINCARDINE - KINCARDINE AVE,1.0 KM N OF JCT HWY 9,ART
552,,21,B,248.185,260.182,94.48,9.74,0.93,AC,1.0 KM N OF JCT HWY 9,TIVERTON EAST LIMITS,ART
553,,21,B,260.182,281.75,92.88,9.46,0.8,AC,TIVERTON EAST LIMITS,PT ELGIN S LTS - BARNES AV,ART
554,,21,B,285.365,288.121,91.63,9.55,1.08,AC,PT ELGIN N LTS L 47-48,SOUTHAMPTON S LTS-SOUTH ST,ART
555,,21,B,293.611,311.584,94.19,9.67,0.88,AC,SOUTHAMPTON N LTS - CRAIG ST,E JCT BRUCE RD 10,ART
556,,21,B,311.584,322.662,92.89,9.5,1.82,AC,E JCT BRUCE RD 10,SPRINGMONT W JCT HWY 6,ART
557,,23,B,0,10.612,65.6,6.34,0.7,AC,JCT HWY 7 & 23,HURON RD 11 (WHALEN CORNERS),ART
558,,23,B,10.612,36.139,83.46,8.35,0.73,AC,HURON RD 11 (WHALEN CORNERS),MITCHELL S LTS,ART
559,,23,B,38.268,45.6,95.01,9.65,0.75,AC,MITCHELL N LTS -FRANCES ST.,BORNHOLM-PERTH RD 11,ART
560,,23,B,45.6,54.408,95.16,9.67,0.75,AC,BORNHOLM-PERTH RD 11,E. JCT. PERTH RD 55 (MONKTON),ART
561,,23,B,54.408,63.385,76.93,8.26,1.49,AC,E. JCT. PERTH RD 55 (MONKTON),NEWRY-PERTH RD 72,ART
562,,23,B,63.385,65.443,55.91,6.98,2.76,AC,NEWRY-PERTH RD 72,ATWOOD NORTH LIMITS - LINE 175,ART
563,,23,B,65.443,73.6,75.82,8.35,1.75,AC,ATWOOD NORTH LIMITS - LINE 175,WEST JUNCTION HIGHWAY 86(LISTOWEL W LTS),ART
564,,23,B,75.986,88,83.39,8.97,1.48,AC,LISTOWEL N LTS-WALLACE TWP RD C1-2,JCT. HWYS 23 @ 89,ART
565,,23,B,88,97.078,93.4,9.52,0.81,AC,JCT. HWYS 23 @ 89,HARRISTON W LTS (O.6 KM W OF ELORA ST),ART
566,,24,B,34.789,50.68,92.1,9.36,0.79,AC,SIMCOE N LTS (13TH ST),600 M S NORFOLK CO LT,ART
567,,24,B,50.68,64.095,80.88,8.72,1.52,AC,600 M S NORFOLK CO LT,BRANT HWY 53,ART
568,,24,B,64.095,68.9,81.03,8.77,1.56,AC,BRANT HWY 53,HWY 403 IC,ART
569,,24,B,80.046,82.205,92.89,9.5,1.47,AC,BRANT RD 23 (POWERLINE RD),BRANT HWY 5 & 99,ART
570,,24,B,82.205,85.614,92.89,9.5,1.33,AC,BRANT HWY 5 & 99,BRANT HWY 5 & RD 35,ART
571,,24,B,85.614,91.004,87.54,9.11,1.1,AC,BRANT HWY 5 & RD 35,GLEN MORRIS RD,ART
572,,24,B,91.004,97.388,81.75,8.66,1.33,AC,GLEN MORRIS RD,WATERLOO RD 43 (MYERS RD),ART
573,,26,B,3.62,6.984,91.86,9.63,1.14,AC,BARRIE N LTS(0.1 KM N OF HANMER ST),SIMCOE RD 27 - MIDHURST,ART
574,,26,B,6.984,21.931,85.78,9.03,1.23,AC,SIMCOE RD 27 - MIDHURST,EDENVALE SIGN (400M W OF NOTTAWASAGA R BR),ART
575,,26,B,21.931,37.495,85.05,8.71,0.95,AC,EDENVALE SIGN (400M W OF NOTTAWASAGA R BR),STAYNER - MOWAT STREET,ART
576,,26,B,39.993,43.516,75.27,8.16,1.59,AC,STAYNER N LTS (0.1KM N OF WYANT RD),1.0 KM N OF NOTTAWASAGA RD 30/31,ART
577,,26,B,61.387,74.613,93.83,9.63,0.88,AC,COLLINGWOOD W LT (GREY RD 21),THORNBURY E LT (550 M W GREY RD 2),ART
578,,26,B,76.943,86.621,89.62,9.35,1.11,AC,THORNBURY W LTS (PEEL ST),MEAFORD E LTS (200 M E VINCENT ST),ART
579,,26,B,90.153,99.89,93.02,9.57,0.92,AC,MEAFORD W LT (FORD AVE),ST VINCENT/SYDENHAM TWP RD,ART
580,,26,B,99.89,115.026,90.42,9.33,0.98,AC,ST VINCENT/SYDENHAM TWP RD,OWEN SOUND E LT (14TH AVE E),ART
581,,26,E,43.516,50.393,88.18,9.31,1.25,AC,1.0 KM N OF NOTTAWASAGA RD 30/31,COLLINGWOOD E LTS (0.3KM E OF SIXTH LINE),ART
582,,26,W,43.516,50.393,85.05,9.09,1.4,AC,1.0 KM N OF NOTTAWASAGA RD 30/31,COLLINGWOOD E LTS (0.3KM E OF SIXTH LINE),ART
583,,28,B,0,14.548,76.33,8.21,1.51,AC,HWY 7,1.0 KM N OF STRICKLAND ST (LAKEFIELD),ART
584,,28,B,14.548,16.969,90.75,9.52,1.16,AC,1.0 KM N OF STRICKLAND ST (LAKEFIELD),180 M N OF DOURO 5TH LINE,ART
585,,28,B,16.969,21.27,88.72,9.36,1.24,AC,180 M N OF DOURO 5TH LINE,300M N OF CO RD 20 (YOUNG'S POINT),ART
586,,28,B,21.27,30.833,68.61,7.46,1.64,AC,300M N OF CO RD 20 (YOUNG'S POINT),100M S OF CO RD 36  (BURLEIGH FALLS),ART
587,,28,B,30.833,49.824,94.37,9.72,0.92,AC,100M S OF CO RD 36  (BURLEIGH FALLS),1.1 KM S OF LONG LAKE RD (GAS STA),ART
588,,28,B,49.824,57.635,88.97,9.43,1.29,AC,1.1 KM S OF LONG LAKE RD (GAS STA),PETERBOROUGH CTY RD 504 (APSLEY),ART
589,,28,B,57.635,72.463,79.4,8.49,1.44,AC,PETERBOROUGH CTY RD 504 (APSLEY),2.47 KM S OF GLACIAL TILL TR (CTY BDY),ART
590,,28,B,72.463,86.464,91.13,9.53,1.12,AC,2.47 KM S OF GLACIAL TILL TR (CTY BDY),2.1 KM S OF CROWE RIVER BRIDGE,ART
591,,28,B,86.464,99.061,81.45,8.43,1.09,AC,2.1 KM S OF CROWE RIVER BRIDGE,BANCROFT S LTS,ART
592,,28,B,102.78,112.862,92.53,9.62,1.04,AC,BANCROFT EAST LIMITS,YORK RIVER BRIDGE,COL
593,,28,B,112.862,127.619,92.79,9.61,1,AC,YORK RIVER BRIDGE,LITTLE MISSISSIPPI R BR (MCARTHUR MILLS),COL
594,,28,B,127.619,143.617,91.04,9.52,1.12,AC,LITTLE MISSISSIPPI R BR (MCARTHUR MILLS),CO RD 514 (HARDWOOD LAKE),COL
595,,28,B,143.617,162.261,86.22,9.28,1.48,AC,JCT OF HWY 28/CTY RD 514(SCHUTT RD),HWY. 41,COL
596,,3,B,5.65,14.827,93.49,9.71,1.02,AC,FT ERIE - ROSE HILL RD,NIAGARA RD 112 - POINT ALBINO RD N,ART
597,,3,B,14.827,19.313,94.04,9.73,0.97,AC,NIAGARA RD 112 - POINT ALBINO RD N,SHERKSTON RD,ART
598,,3,B,19.313,22.393,93.48,9.72,1.04,AC,SHERKSTON RD,EAST JCT NIAGARA RD 5 - KILLALY ST,ART
599,,3,B,22.393,26.73,93.09,9.7,1.06,AC,EAST JCT NIAGARA RD 5 - KILLALY ST,HWY 140,ART
600,,3,B,30.06,37.236,92.67,9.58,0.98,AC,PORT COLBORNE WEST LIMITS (TOWNLINE RD),NIAGARA REGIONAL RD 3 (LONG BEACH RD),ART
601,,3,B,37.236,53.157,92.38,9.57,1,AC,NIAGARA REGIONAL RD 3 (LONG BEACH RD),NIAGARA/HALDIMAND REGIONAL BNDRY,ART
602,,3,B,53.158,61.776,87.25,9,1.21,AC,NIAGARA/HALDIMAND REGIONAL BNDRY,DUNNVILLE E LTS,ART
603,,3,B,66.451,84.963,70.86,7.64,1.56,AC,DUNNVILE W LTS (HALDIMAND RD 15),HALDIMAND RD 56,ART
604,,3,B,84.963,91.565,92.89,9.5,1.86,AC,HALDIMAND RD 56,CAYUGA E LT,ART
605,,3,B,92.776,99.652,83.86,8.72,1.12,AC,CAYUGA W LT,60 M W DRY LAKE RD,ART
606,,3,B,99.652,114.172,81.97,8.61,1.24,AC,60 M W DRY LAKE RD,JARVIS E LT,ART
607,,3,B,115.841,124.866,92.14,9.47,0.91,AC,JARVIS W LT,NORFOLK RD 5 (RENTON),ART
608,,3,B,124.866,130.352,90.8,9.42,1.03,AC,NORFOLK RD 5 (RENTON),SIMCOE E LTS,ART
609,,3,B,134.458,148.4,92.42,9.45,0.85,AC,SIMCOE W LTS,DELHI S LTS,ART
610,,3,B,150.441,160.958,94.28,9.73,0.94,AC,DELHI W LT,310 M E ELGIN RD 38 (COURTLAND),ART
611,,3,B,160.958,166.241,93.59,9.73,1.03,AC,310 M E ELGIN RD 38 (COURTLAND),SIMCOE ST (OXFORD RD 51),ART
612,,3,B,166.241,171.16,79.64,8.9,1.9,AC,SIMCOE ST (OXFORD RD 51),CNR X-ING TILLSONBURG,ART
613,,3,B,171.16,185.217,88.72,9.11,0.94,AC,CNR X-ING TILLSONBURG,CARTER RD,ART
614,,3,B,185.217,192.777,88.38,9.2,1.09,AC,CARTER RD,AYLMER E LTS,ART
615,,3,B,194.793,207.251,82.45,8.63,1.2,AC,AYLMER W LT,ST THOMAS W LT (S JCT CENTENNIAL),ART
616,,3,B,207.251,208.437,76.45,8.19,1.47,AC,ST THOMAS W LT (S JCT CENTENNIAL),N JCT CENTENNIAL,ART
617,,3,B,208.437,214.339,86.91,9.39,1.52,AC,N JCT CENTENNIAL,ELGIN RD 25 (WELLINGTON RD ),ART
618,,3,B,214.339,218.086,88.07,9.43,1.41,AC,ELGIN RD 25 (WELLINGTON RD ),JCT HWY 4 (TALBOTVILLE),ART
619,,3,B,363.051,369.05,94.37,9.74,0.94,AC,HWY 77,E JCT ESSEX REG RD 34,ART
620,,3,B,369.05,373.874,84.61,9.03,1.39,AC,E JCT ESSEX REG RD 34,0.8 KM W OF UPCOTT SDRD,ART
621,,3,B,373.874,379.074,83.56,8.98,1.47,AC,0.8 KM W OF UPCOTT SDRD,0.5 KM W OF ESSEX RD 27,ART
622,,3,B,379.074,383.498,85.62,8.87,1.06,AC,0.5 KM W OF ESSEX RD 27,1.3 KM EAST OF ESSEX ROAD 23,ART
623,,3,B,395.077,401.749,81.95,9.38,1.75,PC,0.526KM W OF JCT ESSEX RD 34,HWY 401,ART
624,,3,E,383.498,388.416,87.34,9.5,1.58,PC,1.3 KM EAST OF ESSEX ROAD 23,0.4 KM EAST OF ESSEX ROAD 8,ART
625,,3,E,388.416,395.077,75.71,8.36,1.67,PC,0.4 KM EAST OF ESSEX ROAD 8,0.526KM W OF JCT ESSEX RD 34,ART
626,,3,W,383.498,388.416,87.34,9.5,0.8,PC,1.3 KM EAST OF ESSEX ROAD 23,0.4 KM EAST OF ESSEX ROAD 8,ART
627,,3,W,388.416,395.077,84.24,9.76,1.78,PC,0.4 KM EAST OF ESSEX ROAD 8,0.526KM W OF JCT ESSEX RD 34,ART
628,,33,B,8.048,14.828,87.38,9.51,1.6,AC,FRONTENAC RD 2-COLLINS BAY RD,.2 KM WEST OF EDGEWOOD ROAD,COL
629,,33,B,14.828,22.31,91.35,9.67,1.26,AC,.2 KM WEST OF EDGEWOOD ROAD,BATH-0.4 KM W OF MILLHAVEN PEN ENT,COL
630,,33,B,25.154,38.641,72.04,8.05,1.89,AC,0.1 KM E OF BATH W LTS (0.5 KM W OF FACTORY L,CONWAY - HAMBURG RD,COL
631,,33,B,38.641,51.848,76.66,8.21,1.47,AC,CONWAY - HAMBURG RD,GLENORA WEST FERRY DOCK,COL
632,,33,B,51.898,59.392,92.93,9.73,1.12,AC,GLENORA WEST FERRY DOCK,PICTON E LTS,COL
633,,33,B,62.135,67.121,87.52,9.23,1.24,AC,PICTION W LTS,BLOOMFIELD E LTS,COL
634,,34,B,0.694,5.986,68.61,7.91,2.18,AC,HWY 417,VANKLEEK HILLS S LTS C-4,ART
635,,34,B,7.572,16.354,69.97,7.71,1.76,AC,VANKLEEK HILLS N LTS C-5,HAWKSBURY S LTS - CNR X-ING,ART
636,,35,B,18.814,20.342,87.43,9.57,1.66,AC,NEWCASTLE - HWY 115,DURHAM-REG. RD. 20,ART
637,,35,B,20.342,30.443,74.87,7.67,1.06,AC,DURHAM-REG. RD. 20,S JCT HWY 7A(TO BETHANY),ART
638,,35,B,31.943,48.446,79.39,8.64,1.62,AC,N JCT HWY 7A,1.5 KM S OF S JCT HWY 7 (LINDSAY BYPASS),ART
639,,35,B,48.446,49.943,74.96,8.17,1.65,AC,1.5 KM S OF S JCT HWY 7 (LINDSAY BYPASS),S JCT. HWYS 7 & 7B - LINDSAY BYPASS,ART
640,,35,B,55.423,72.574,74.22,7.63,1.1,AC,NORTH JUNCTION HIGHWAY 7,CO RD 121 - POWLES CORNERS,ART
641,,35,B,72.574,83.043,72.3,7.46,1.15,AC,CO RD 121 - POWLES CORNERS,ROSEDALE - TRENT CANAL BRIDGE,ART
642,,35,B,83.043,92.267,93.63,9.63,0.91,AC,ROSEDALE - TRENT CANAL BRIDGE,COBOCONK - 0.6 KM S OF SOUTH GULL RIVER BRIDG,ART
643,,35,B,92.267,107.307,93.94,9.69,0.94,AC,COBOCONK - 0.6 KM S OF SOUTH GULL RIVER BRIDG,VICTORIA - HALIBURTON CTY BDY,ART
644,,35,B,107.307,115.529,65.76,7.04,1.52,AC,VICTORIA - HALIBURTON CTY BDY,0.2 KM N OF MINERS BAY RD. / CLEAR LAKE RD.,ART
645,,35,B,115.529,125.908,57.31,6.04,1.44,AC,0.2 KM N OF MINERS BAY RD. / CLEAR LAKE RD.,S JCT HALIBURTON RD 121,ART
646,,35,B,125.908,130.36,85.88,9.19,1.41,AC,S JCT HALIBURTON RD 121,N JCT HALIBURTON RD 121,ART
647,,35,B,130.36,141.899,65.96,7.25,1.74,AC,N JCT HALIBURTON RD 121,1.6 KM S OF HWY 118,ART
648,,35,B,141.899,151.339,66.16,7.62,2.16,AC,1.6 KM S OF HWY 118,NORTHERLY 9.7 KM,ART
649,,35,B,151.339,164.799,93.07,9.51,0.84,AC,NORTHERLY 9.7 KM,11.3 KM N OF HALIBURTON RD 13,ART
